transacao_id,data,ano,mes,trimestre,cliente_id,marca_id,produto_id,tipo_produto,valor_contrato,receita,cidade,segmento
T02601,2023-07-19,2023,7,Q3,C0013,2,P009,Seguro Saude,4047.4,1062.44,Coimbra,Corporate
T00096,2023-07-20,2023,7,Q3,C0025,3,P012,Fundo,93490.59,1963.3,Porto,Particular
T00037,2023-07-20,2023,7,Q3,C0035,1,P001,Deposito,26073.05,328.52,Lisboa,Private Banking
T02626,2023-07-20,2023,7,Q3,C0019,3,P011,Fundo,5068.9,42.58,Lisboa,Particular
T00154,2023-07-20,2023,7,Q3,C0012,1,P001,Deposito,47476.03,598.2,Evora,Private Banking
T02769,2023-07-20,2023,7,Q3,C0016,3,P013,Gestao,107250.12,1351.35,Coimbra,Particular
T01173,2023-07-20,2023,7,Q3,C0035,3,P014,Poupanca,17577.05,184.56,Setubal,Private Banking
T01415,2023-07-21,2023,7,Q3,C0025,1,P003,Credito,68047.47,5858.88,Viseu,Particular
T00047,2023-07-21,2023,7,Q3,C0037,3,P014,Poupanca,18710.14,196.46,Viseu,Particular
T01318,2023-07-21,2023,7,Q3,C0033,1,P003,Credito,194332.84,16732.05,Aveiro,Particular
T01565,2023-07-22,2023,7,Q3,C0029,1,P001,Deposito,30145.12,379.83,Faro,PME
T01596,2023-07-23,2023,7,Q3,C0036,1,P003,Credito,91289.8,7860.05,Setubal,Corporate
T01672,2023-07-23,2023,7,Q3,C0040,2,P007,Seguro Auto,1302.01,252.91,Leiria,Particular
T00858,2023-07-24,2023,7,Q3,C0003,2,P007,Seguro Auto,1170.69,227.41,Lisboa,PME
T00078,2023-07-24,2023,7,Q3,C0012,3,P014,Poupanca,14204.78,149.15,Faro,Private Banking
T01545,2023-07-24,2023,7,Q3,C0012,2,P006,Seguro Vida,1067.49,246.59,Faro,Private Banking
T00586,2023-07-24,2023,7,Q3,C0042,2,P008,Seguro Habitacao,1463.92,307.42,Viseu,Particular
T01385,2023-07-24,2023,7,Q3,C0015,1,P002,Credito,155870.45,5728.24,Lisboa,Particular
T02386,2023-07-25,2023,7,Q3,C0009,1,P001,Deposito,16491.14,207.78,Braga,PME
T00304,2023-07-25,2023,7,Q3,C0014,1,P001,Deposito,1782.71,22.46,Evora,Particular
T01487,2023-07-26,2023,7,Q3,C0001,3,P013,Gestao,381280.49,4804.14,Viseu,Particular
T02064,2023-07-26,2023,7,Q3,C0010,2,P007,Seguro Auto,1573.89,305.73,Porto,PME
T00151,2023-07-27,2023,7,Q3,C0002,2,P008,Seguro Habitacao,1012.81,212.69,Setubal,Private Banking
T01374,2023-07-27,2023,7,Q3,C0027,3,P014,Poupanca,4190.57,44.01,Braga,Particular
T01913,2023-07-27,2023,7,Q3,C0025,2,P007,Seguro Auto,1254.62,243.71,Faro,Particular
T00351,2023-07-27,2023,7,Q3,C0038,2,P006,Seguro Vida,1211.72,279.91,Coimbra,Particular
T00685,2023-07-27,2023,7,Q3,C0023,2,P007,Seguro Auto,986.93,191.71,Leiria,Particular
T01996,2023-07-28,2023,7,Q3,C0007,2,P009,Seguro Saude,2860.04,750.76,Evora,Particular
T02173,2023-07-29,2023,7,Q3,C0013,2,P008,Seguro Habitacao,1865.27,391.7,Coimbra,Corporate
T02759,2023-07-29,2023,7,Q3,C0041,3,P012,Fundo,9468.15,198.83,Leiria,Particular
T02313,2023-07-29,2023,7,Q3,C0022,2,P009,Seguro Saude,3105.3,815.15,Evora,Particular
T00489,2023-07-29,2023,7,Q3,C0034,3,P014,Poupanca,20427.06,214.48,Setubal,Private Banking
T01301,2023-07-29,2023,7,Q3,C0002,1,P003,Credito,245986.6,21179.45,Leiria,Private Banking
T00521,2023-07-29,2023,7,Q3,C0024,3,P012,Fundo,12274.89,257.78,Viseu,Particular
T02534,2023-07-30,2023,7,Q3,C0024,3,P010,Fundo,58781.18,925.81,Viseu,Particular
T00578,2023-07-30,2023,7,Q3,C0037,2,P007,Seguro Auto,853.12,165.72,Setubal,Particular
T01734,2023-07-30,2023,7,Q3,C0022,3,P013,Gestao,177316.48,2234.19,Coimbra,Particular
T01358,2023-08-01,2023,8,Q3,C0002,1,P002,Credito,110770.3,4070.81,Leiria,Private Banking
T02376,2023-08-01,2023,8,Q3,C0022,1,P001,Deposito,30976.99,390.31,Lisboa,Particular
T01111,2023-08-01,2023,8,Q3,C0016,2,P007,Seguro Auto,1401.27,272.19,Coimbra,Particular
T00785,2023-08-02,2023,8,Q3,C0018,2,P006,Seguro Vida,2341.56,540.9,Aveiro,Particular
T00647,2023-08-02,2023,8,Q3,C0019,3,P012,Fundo,9552.17,200.59,Lisboa,Particular
T01809,2023-08-02,2023,8,Q3,C0042,2,P006,Seguro Vida,2934.58,677.89,Viseu,Particular
T02734,2023-08-02,2023,8,Q3,C0002,3,P012,Fundo,35617.08,747.96,Faro,Private Banking
T00918,2023-08-03,2023,8,Q3,C0002,1,P005,Cartao,4146.12,252.49,Leiria,Private Banking
T00457,2023-08-03,2023,8,Q3,C0023,1,P004,Deposito,26915.68,593.49,Coimbra,Particular
T00066,2023-08-03,2023,8,Q3,C0042,3,P013,Gestao,82030.89,1033.59,Setubal,Particular
T02634,2023-08-03,2023,8,Q3,C0037,3,P010,Fundo,6266.13,98.69,Viseu,Particular
T00233,2023-08-03,2023,8,Q3,C0023,2,P009,Seguro Saude,6534.02,1715.19,Leiria,Particular
T00591,2023-08-04,2023,8,Q3,C0021,1,P005,Cartao,2974.08,181.12,Aveiro,PME
T01409,2023-08-04,2023,8,Q3,C0015,1,P002,Credito,13340.23,490.26,Lisboa,Particular
T02637,2023-08-04,2023,8,Q3,C0029,2,P007,Seguro Auto,1735.16,337.05,Aveiro,PME
T01323,2023-08-04,2023,8,Q3,C0036,3,P011,Fundo,17956.22,150.83,Setubal,Corporate
T02548,2023-08-04,2023,8,Q3,C0037,1,P002,Credito,134179.28,4931.08,Coimbra,Particular
T01208,2023-08-05,2023,8,Q3,C0012,2,P008,Seguro Habitacao,700.86,147.18,Faro,Private Banking
T01984,2023-08-05,2023,8,Q3,C0011,1,P002,Credito,221918.65,8155.51,Viseu,Particular
T01744,2023-08-05,2023,8,Q3,C0012,3,P011,Fundo,75243.73,632.05,Faro,Private Banking
T01845,2023-08-05,2023,8,Q3,C0013,3,P010,Fundo,51655.49,813.57,Viseu,Corporate
T01854,2023-08-06,2023,8,Q3,C0041,2,P007,Seguro Auto,1400.09,271.97,Leiria,Particular
T01550,2023-08-06,2023,8,Q3,C0022,2,P008,Seguro Habitacao,1185.36,248.92,Evora,Particular
T01760,2023-08-07,2023,8,Q3,C0040,3,P011,Fundo,12939.6,108.7,Setubal,Particular
T00613,2023-08-07,2023,8,Q3,C0042,2,P006,Seguro Vida,3513.25,811.56,Viseu,Particular
T01529,2023-08-08,2023,8,Q3,C0012,3,P011,Fundo,84093.84,706.39,Faro,Private Banking
T02699,2023-08-09,2023,8,Q3,C0013,2,P007,Seguro Auto,1439.02,279.53,Coimbra,Corporate
T00130,2023-08-10,2023,8,Q3,C0014,3,P014,Poupanca,24454.09,256.77,Viseu,Particular
T02756,2023-08-12,2023,8,Q3,C0033,1,P004,Deposito,21479.83,473.63,Aveiro,Particular
T00113,2023-08-12,2023,8,Q3,C0014,3,P010,Fundo,43963.18,692.42,Viseu,Particular
T01202,2023-08-13,2023,8,Q3,C0001,3,P012,Fundo,69685.73,1463.4,Viseu,Particular
T02604,2023-08-13,2023,8,Q3,C0001,1,P001,Deposito,9661.4,121.74,Coimbra,Particular
T00088,2023-08-13,2023,8,Q3,C0026,2,P009,Seguro Saude,2289.27,600.94,Porto,PME
T01804,2023-08-13,2023,8,Q3,C0012,1,P004,Deposito,17520.45,386.33,Evora,Private Banking
T02099,2023-08-14,2023,8,Q3,C0002,1,P002,Credito,212499.04,7809.34,Leiria,Private Banking
T01607,2023-08-14,2023,8,Q3,C0035,1,P001,Deposito,4571.27,57.6,Lisboa,Private Banking
T00350,2023-08-15,2023,8,Q3,C0004,3,P013,Gestao,276914.99,3489.13,Porto,PME
T00071,2023-08-15,2023,8,Q3,C0026,2,P006,Seguro Vida,2299.83,531.26,Porto,PME
T00568,2023-08-15,2023,8,Q3,C0011,2,P009,Seguro Saude,5176.73,1358.89,Leiria,Particular
T01559,2023-08-16,2023,8,Q3,C0035,3,P013,Gestao,69004.81,869.46,Setubal,Private Banking
T01907,2023-08-16,2023,8,Q3,C0040,1,P002,Credito,5133.02,188.64,Lisboa,Particular
T00204,2023-08-16,2023,8,Q3,C0020,1,P001,Deposito,882.63,11.12,Setubal,Particular
T01539,2023-08-17,2023,8,Q3,C0036,3,P011,Fundo,80158.04,673.32,Setubal,Corporate
T02673,2023-08-17,2023,8,Q3,C0018,3,P010,Fundo,95950.05,1511.21,Coimbra,Particular
T02710,2023-08-17,2023,8,Q3,C0015,1,P004,Deposito,35312.03,778.63,Lisboa,Particular
T01107,2023-08-17,2023,8,Q3,C0006,1,P004,Deposito,31077.61,685.26,Evora,Particular
T01433,2023-08-17,2023,8,Q3,C0040,3,P011,Fundo,18485.21,155.27,Setubal,Particular
T00331,2023-08-17,2023,8,Q3,C0040,3,P012,Fundo,48811.54,1025.04,Setubal,Particular
T00339,2023-08-18,2023,8,Q3,C0023,2,P009,Seguro Saude,3113.76,817.36,Leiria,Particular
T00962,2023-08-19,2023,8,Q3,C0008,1,P004,Deposito,25305.6,557.99,Viseu,Corporate
T02179,2023-08-19,2023,8,Q3,C0005,3,P010,Fundo,9824.8,154.74,Viseu,Particular
T01797,2023-08-19,2023,8,Q3,C0002,2,P009,Seguro Saude,4097.92,1075.7,Setubal,Private Banking
T02658,2023-08-19,2023,8,Q3,C0036,2,P009,Seguro Saude,5988.85,1572.07,Aveiro,Corporate
T00886,2023-08-19,2023,8,Q3,C0041,3,P012,Fundo,92197.98,1936.16,Leiria,Particular
T01352,2023-08-20,2023,8,Q3,C0023,2,P009,Seguro Saude,2771.83,727.61,Leiria,Particular
T00524,2023-08-20,2023,8,Q3,C0042,2,P006,Seguro Vida,3420.69,790.18,Viseu,Particular
T02054,2023-08-21,2023,8,Q3,C0041,2,P006,Seguro Vida,3033.74,700.79,Leiria,Particular
T01383,2023-08-21,2023,8,Q3,C0038,2,P006,Seguro Vida,1717.81,396.82,Coimbra,Particular
T01573,2023-08-21,2023,8,Q3,C0032,2,P006,Seguro Vida,2444.37,564.65,Faro,Particular
T00051,2023-08-22,2023,8,Q3,C0042,3,P011,Fundo,64149.1,538.85,Setubal,Particular
T01100,2023-08-23,2023,8,Q3,C0037,2,P007,Seguro Auto,1515.47,294.38,Setubal,Particular
T00579,2023-08-23,2023,8,Q3,C0018,3,P014,Poupanca,9485.61,99.6,Coimbra,Particular
T01807,2023-08-24,2023,8,Q3,C0023,2,P009,Seguro Saude,6915.02,1815.2,Leiria,Particular
T02166,2023-08-25,2023,8,Q3,C0037,1,P002,Credito,179425.78,6593.89,Coimbra,Particular
T02541,2023-08-25,2023,8,Q3,C0037,1,P005,Cartao,1890.82,115.15,Coimbra,Particular
T01995,2023-08-26,2023,8,Q3,C0010,3,P012,Fundo,25469.99,534.87,Viseu,PME
T01252,2023-08-26,2023,8,Q3,C0038,3,P010,Fundo,69305.34,1091.56,Porto,Particular
T00883,2023-08-26,2023,8,Q3,C0026,3,P011,Fundo,14679.82,123.31,Faro,PME
T02633,2023-08-27,2023,8,Q3,C0001,3,P013,Gestao,68428.89,862.21,Viseu,Particular
T00709,2023-08-27,2023,8,Q3,C0007,2,P007,Seguro Auto,1420.36,275.91,Evora,Particular
T01380,2023-08-27,2023,8,Q3,C0018,3,P011,Fundo,4497.3,37.78,Coimbra,Particular
T00408,2023-08-28,2023,8,Q3,C0023,3,P014,Poupanca,8183.78,85.93,Setubal,Particular
T00894,2023-08-28,2023,8,Q3,C0013,1,P005,Cartao,355.07,21.62,Porto,Corporate
T00831,2023-08-28,2023,8,Q3,C0010,2,P006,Seguro Vida,2554.04,589.98,Porto,PME
T01140,2023-08-29,2023,8,Q3,C0016,3,P014,Poupanca,12279.16,128.93,Coimbra,Particular
T00127,2023-08-29,2023,8,Q3,C0042,3,P012,Fundo,3172.02,66.61,Setubal,Particular
T02576,2023-08-30,2023,8,Q3,C0004,2,P008,Seguro Habitacao,1661.18,348.85,Braga,PME
T02340,2023-08-30,2023,8,Q3,C0016,2,P006,Seguro Vida,1347.55,311.28,Coimbra,Particular
T02187,2023-08-31,2023,8,Q3,C0013,2,P009,Seguro Saude,5919.88,1553.97,Coimbra,Corporate
T00920,2023-08-31,2023,8,Q3,C0040,1,P002,Credito,83476.63,3067.76,Lisboa,Particular
T01779,2023-09-02,2023,9,Q3,C0019,1,P005,Cartao,3675.65,213.19,Braga,Particular
T02049,2023-09-02,2023,9,Q3,C0024,3,P014,Poupanca,25056.03,250.56,Viseu,Particular
T00375,2023-09-02,2023,9,Q3,C0018,1,P002,Credito,174108.78,6093.81,Setubal,Particular
T01895,2023-09-03,2023,9,Q3,C0023,2,P006,Seguro Vida,1824.13,401.31,Leiria,Particular
T00005,2023-09-04,2023,9,Q3,C0023,2,P009,Seguro Saude,4998.43,1249.61,Leiria,Particular
T00098,2023-09-04,2023,9,Q3,C0037,3,P014,Poupanca,29969.27,299.69,Viseu,Particular
T02562,2023-09-04,2023,9,Q3,C0042,3,P013,Gestao,272001.48,3264.02,Setubal,Particular
T01273,2023-09-04,2023,9,Q3,C0020,3,P010,Fundo,5854.1,87.81,Aveiro,Particular
T00605,2023-09-05,2023,9,Q3,C0008,1,P004,Deposito,38786.29,814.51,Viseu,Corporate
T00359,2023-09-05,2023,9,Q3,C0037,3,P012,Fundo,51224.18,1024.48,Viseu,Particular
T00670,2023-09-05,2023,9,Q3,C0016,3,P011,Fundo,4077.13,32.62,Coimbra,Particular
T02287,2023-09-05,2023,9,Q3,C0022,3,P013,Gestao,451487.02,5417.84,Coimbra,Particular
T00512,2023-09-06,2023,9,Q3,C0028,3,P010,Fundo,36751.37,551.27,Coimbra,Particular
T02233,2023-09-06,2023,9,Q3,C0013,3,P011,Fundo,60612.29,484.9,Viseu,Corporate
T00115,2023-09-06,2023,9,Q3,C0002,1,P001,Deposito,16556.55,198.68,Leiria,Private Banking
T00361,2023-09-06,2023,9,Q3,C0028,1,P001,Deposito,18733.71,224.8,Aveiro,Particular
T02115,2023-09-07,2023,9,Q3,C0037,2,P007,Seguro Auto,1173.99,217.19,Setubal,Particular
T02668,2023-09-07,2023,9,Q3,C0024,1,P004,Deposito,49143.47,1032.01,Faro,Particular
T00445,2023-09-07,2023,9,Q3,C0023,1,P002,Credito,189831.94,6644.12,Coimbra,Particular
T00312,2023-09-07,2023,9,Q3,C0010,2,P007,Seguro Auto,1511.17,279.57,Porto,PME
T01664,2023-09-07,2023,9,Q3,C0025,2,P009,Seguro Saude,3571.25,892.81,Faro,Particular
T01066,2023-09-07,2023,9,Q3,C0015,1,P005,Cartao,4320.81,250.61,Lisboa,Particular
T01657,2023-09-07,2023,9,Q3,C0025,2,P008,Seguro Habitacao,980.15,196.03,Faro,Particular
T02748,2023-09-08,2023,9,Q3,C0004,2,P006,Seguro Vida,1693.1,372.48,Braga,PME
T01791,2023-09-09,2023,9,Q3,C0027,3,P011,Fundo,47924.92,383.4,Braga,Particular
T00908,2023-09-09,2023,9,Q3,C0029,3,P014,Poupanca,17404.49,174.04,Braga,PME
T00933,2023-09-10,2023,9,Q3,C0037,1,P001,Deposito,14435.11,173.22,Coimbra,Particular
T00203,2023-09-10,2023,9,Q3,C0013,3,P011,Fundo,76651.93,613.22,Viseu,Corporate
T00614,2023-09-10,2023,9,Q3,C0013,1,P005,Cartao,3113.25,180.57,Porto,Corporate
T02380,2023-09-10,2023,9,Q3,C0038,2,P008,Seguro Habitacao,1261.93,252.39,Coimbra,Particular
T01171,2023-09-11,2023,9,Q3,C0001,1,P003,Credito,246176.63,20186.48,Coimbra,Particular
T00596,2023-09-11,2023,9,Q3,C0010,2,P008,Seguro Habitacao,777.35,155.47,Porto,PME
T01560,2023-09-11,2023,9,Q3,C0036,1,P003,Credito,126054.62,10336.48,Setubal,Corporate
T01340,2023-09-11,2023,9,Q3,C0033,1,P004,Deposito,20340.42,427.15,Aveiro,Particular
T00125,2023-09-11,2023,9,Q3,C0012,2,P009,Seguro Saude,7046.68,1761.67,Faro,Private Banking
T01306,2023-09-12,2023,9,Q3,C0013,3,P014,Poupanca,10464.91,104.65,Viseu,Corporate
T02652,2023-09-12,2023,9,Q3,C0014,1,P005,Cartao,2658.59,154.2,Evora,Particular
T01927,2023-09-13,2023,9,Q3,C0013,2,P007,Seguro Auto,1772.17,327.85,Coimbra,Corporate
T00325,2023-09-13,2023,9,Q3,C0038,3,P014,Poupanca,4616.0,46.16,Porto,Particular
T01631,2023-09-13,2023,9,Q3,C0011,2,P009,Seguro Saude,4299.43,1074.86,Leiria,Particular
T00526,2023-09-13,2023,9,Q3,C0014,2,P008,Seguro Habitacao,1851.46,370.29,Porto,Particular
T00761,2023-09-13,2023,9,Q3,C0019,3,P012,Fundo,84441.81,1688.84,Lisboa,Particular
T02109,2023-09-13,2023,9,Q3,C0018,1,P005,Cartao,2351.7,136.4,Setubal,Particular
T02724,2023-09-14,2023,9,Q3,C0014,3,P010,Fundo,93193.41,1397.9,Viseu,Particular
T01381,2023-09-15,2023,9,Q3,C0036,2,P008,Seguro Habitacao,716.69,143.34,Aveiro,Corporate
T00649,2023-09-15,2023,9,Q3,C0038,2,P007,Seguro Auto,1049.5,194.16,Coimbra,Particular
T00072,2023-09-15,2023,9,Q3,C0042,3,P013,Gestao,474204.31,5690.45,Setubal,Particular
T00057,2023-09-15,2023,9,Q3,C0004,2,P007,Seguro Auto,565.83,104.68,Braga,PME
T01156,2023-09-15,2023,9,Q3,C0004,3,P011,Fundo,96098.09,768.78,Porto,PME
T00667,2023-09-16,2023,9,Q3,C0042,3,P014,Poupanca,3129.23,31.29,Setubal,Particular
T00864,2023-09-16,2023,9,Q3,C0030,2,P007,Seguro Auto,1316.43,243.54,Coimbra,Particular
T01586,2023-09-16,2023,9,Q3,C0002,1,P001,Deposito,11506.71,138.08,Leiria,Private Banking
T02034,2023-09-16,2023,9,Q3,C0005,3,P011,Fundo,11327.0,90.62,Viseu,Particular
T00147,2023-09-16,2023,9,Q3,C0029,1,P001,Deposito,5311.0,63.73,Faro,PME
T01251,2023-09-16,2023,9,Q3,C0018,1,P004,Deposito,8741.09,183.56,Setubal,Particular
T02752,2023-09-17,2023,9,Q3,C0002,2,P008,Seguro Habitacao,2380.73,476.15,Setubal,Private Banking
T01869,2023-09-17,2023,9,Q3,C0023,3,P012,Fundo,30104.15,602.08,Setubal,Particular
T01496,2023-09-17,2023,9,Q3,C0010,2,P009,Seguro Saude,7076.49,1769.12,Porto,PME
T01702,2023-09-18,2023,9,Q3,C0019,1,P005,Cartao,594.71,34.49,Braga,Particular
T00781,2023-09-18,2023,9,Q3,C0040,3,P012,Fundo,42956.87,859.14,Setubal,Particular
T02635,2023-09-19,2023,9,Q3,C0001,1,P004,Deposito,17936.65,376.67,Coimbra,Particular
T02249,2023-09-20,2023,9,Q3,C0037,3,P013,Gestao,92993.25,1115.92,Viseu,Particular
T02482,2023-09-21,2023,9,Q3,C0029,2,P006,Seguro Vida,3037.81,668.32,Aveiro,PME
T02763,2023-09-21,2023,9,Q3,C0036,2,P008,Seguro Habitacao,2188.4,437.68,Aveiro,Corporate
T02071,2023-09-24,2023,9,Q3,C0026,2,P006,Seguro Vida,2714.26,597.14,Porto,PME
T00419,2023-09-24,2023,9,Q3,C0001,2,P009,Seguro Saude,3153.97,788.49,Lisboa,Particular
T01687,2023-09-24,2023,9,Q3,C0001,2,P006,Seguro Vida,3492.71,768.4,Lisboa,Particular
T02422,2023-09-26,2023,9,Q3,C0012,1,P005,Cartao,1168.28,67.76,Evora,Private Banking
T02439,2023-09-26,2023,9,Q3,C0035,3,P010,Fundo,50392.31,755.88,Setubal,Private Banking
T01874,2023-09-27,2023,9,Q3,C0036,2,P009,Seguro Saude,7351.87,1837.97,Aveiro,Corporate
T01669,2023-09-28,2023,9,Q3,C0027,3,P013,Gestao,301921.25,3623.05,Braga,Particular
T02182,2023-09-29,2023,9,Q3,C0003,3,P014,Poupanca,16996.89,169.97,Porto,PME
T00407,2023-09-29,2023,9,Q3,C0042,2,P006,Seguro Vida,2843.88,625.65,Viseu,Particular
T01324,2023-09-30,2023,9,Q3,C0038,3,P012,Fundo,54517.13,1090.34,Porto,Particular
T01584,2023-10-01,2023,10,Q4,C0042,2,P008,Seguro Habitacao,864.13,198.75,Viseu,Particular
T02582,2023-10-01,2023,10,Q4,C0026,1,P002,Credito,212712.71,8561.68,Leiria,PME
T00195,2023-10-01,2023,10,Q4,C0020,1,P005,Cartao,3061.87,204.23,Setubal,Particular
T02535,2023-10-01,2023,10,Q4,C0011,2,P007,Seguro Auto,1735.27,369.17,Leiria,Particular
T01965,2023-10-01,2023,10,Q4,C0036,1,P004,Deposito,25899.72,625.47,Setubal,Corporate
T01609,2023-10-01,2023,10,Q4,C0041,3,P013,Gestao,151643.04,2092.68,Leiria,Particular
T01122,2023-10-02,2023,10,Q4,C0020,1,P002,Credito,159145.24,6405.59,Setubal,Particular
T01846,2023-10-02,2023,10,Q4,C0031,1,P003,Credito,190476.35,17961.92,Lisboa,PME
T01632,2023-10-02,2023,10,Q4,C0023,2,P009,Seguro Saude,6466.07,1859.0,Leiria,Particular
T01377,2023-10-02,2023,10,Q4,C0038,3,P010,Fundo,90454.94,1560.34,Porto,Particular
T01316,2023-10-02,2023,10,Q4,C0001,2,P008,Seguro Habitacao,1813.82,417.17,Lisboa,Particular
T01641,2023-10-02,2023,10,Q4,C0037,3,P010,Fundo,91128.51,1571.97,Viseu,Particular
T00898,2023-10-03,2023,10,Q4,C0035,3,P010,Fundo,2283.56,39.39,Setubal,Private Banking
T02230,2023-10-03,2023,10,Q4,C0031,1,P003,Credito,153512.17,14476.2,Lisboa,PME
T00335,2023-10-03,2023,10,Q4,C0019,1,P003,Credito,243966.66,23006.06,Braga,Particular
T02561,2023-10-04,2023,10,Q4,C0029,1,P005,Cartao,425.95,28.42,Faro,PME
T01680,2023-10-04,2023,10,Q4,C0020,3,P014,Poupanca,22642.62,260.39,Aveiro,Particular
T02023,2023-10-04,2023,10,Q4,C0012,1,P004,Deposito,38621.49,932.71,Evora,Private Banking
T00553,2023-10-04,2023,10,Q4,C0037,2,P009,Seguro Saude,5473.5,1573.64,Setubal,Particular
T02181,2023-10-04,2023,10,Q4,C0023,1,P005,Cartao,3737.21,249.27,Coimbra,Particular
T01733,2023-10-04,2023,10,Q4,C0002,3,P011,Fundo,50421.85,463.88,Faro,Private Banking
T02648,2023-10-04,2023,10,Q4,C0029,2,P008,Seguro Habitacao,1489.92,342.68,Aveiro,PME
T01839,2023-10-05,2023,10,Q4,C0022,2,P006,Seguro Vida,3446.41,871.94,Evora,Particular
T00371,2023-10-05,2023,10,Q4,C0011,1,P004,Deposito,45650.15,1102.45,Viseu,Particular
T02521,2023-10-05,2023,10,Q4,C0039,1,P004,Deposito,40523.18,978.64,Setubal,PME
T00851,2023-10-06,2023,10,Q4,C0001,3,P014,Poupanca,23490.8,270.15,Viseu,Particular
T02545,2023-10-06,2023,10,Q4,C0007,3,P010,Fundo,32540.32,561.31,Braga,Particular
T02768,2023-10-06,2023,10,Q4,C0004,1,P004,Deposito,9400.29,227.02,Coimbra,PME
T02223,2023-10-06,2023,10,Q4,C0007,3,P010,Fundo,13752.78,237.23,Braga,Particular
T00083,2023-10-07,2023,10,Q4,C0015,1,P003,Credito,33400.79,3149.69,Lisboa,Particular
T01629,2023-10-07,2023,10,Q4,C0023,1,P004,Deposito,23252.98,561.56,Coimbra,Particular
T02793,2023-10-07,2023,10,Q4,C0006,1,P002,Credito,114026.83,4589.58,Evora,Particular
T02427,2023-10-07,2023,10,Q4,C0024,3,P012,Fundo,97411.22,2240.45,Viseu,Particular
T02425,2023-10-07,2023,10,Q4,C0005,3,P012,Fundo,1839.39,42.31,Viseu,Particular
T01006,2023-10-09,2023,10,Q4,C0024,2,P008,Seguro Habitacao,802.51,184.57,Braga,Particular
T01299,2023-10-09,2023,10,Q4,C0035,1,P005,Cartao,289.85,19.33,Lisboa,Private Banking
T00284,2023-10-09,2023,10,Q4,C0019,3,P014,Poupanca,13150.27,151.22,Lisboa,Particular
T02082,2023-10-10,2023,10,Q4,C0001,3,P013,Gestao,145745.57,2011.29,Viseu,Particular
T00111,2023-10-11,2023,10,Q4,C0039,3,P013,Gestao,442572.36,6107.5,Leiria,PME
T01531,2023-10-11,2023,10,Q4,C0036,3,P011,Fundo,44647.98,410.76,Setubal,Corporate
T01283,2023-10-11,2023,10,Q4,C0016,3,P014,Poupanca,18104.0,208.2,Coimbra,Particular
T01353,2023-10-11,2023,10,Q4,C0018,2,P008,Seguro Habitacao,2345.15,539.38,Aveiro,Particular
T01890,2023-10-12,2023,10,Q4,C0023,1,P003,Credito,27301.15,2574.49,Coimbra,Particular
T02500,2023-10-13,2023,10,Q4,C0020,3,P011,Fundo,95956.9,882.81,Aveiro,Particular
T01228,2023-10-13,2023,10,Q4,C0004,1,P005,Cartao,2758.22,183.98,Coimbra,PME
T00711,2023-10-14,2023,10,Q4,C0038,3,P011,Fundo,64325.03,591.79,Porto,Particular
T02089,2023-10-14,2023,10,Q4,C0041,2,P009,Seguro Saude,1938.84,557.42,Leiria,Particular
T01914,2023-10-14,2023,10,Q4,C0041,3,P012,Fundo,63881.82,1469.29,Leiria,Particular
T00444,2023-10-15,2023,10,Q4,C0042,3,P013,Gestao,233716.63,3225.29,Setubal,Particular
T01322,2023-10-15,2023,10,Q4,C0016,2,P007,Seguro Auto,1720.59,366.06,Coimbra,Particular
T00358,2023-10-15,2023,10,Q4,C0010,2,P009,Seguro Saude,7939.0,2282.46,Porto,PME
T00337,2023-10-16,2023,10,Q4,C0014,2,P009,Seguro Saude,2296.39,660.22,Porto,Particular
T01185,2023-10-16,2023,10,Q4,C0034,3,P014,Poupanca,6188.24,71.16,Setubal,Private Banking
T01705,2023-10-17,2023,10,Q4,C0026,3,P013,Gestao,443077.63,6114.47,Faro,PME
T01109,2023-10-19,2023,10,Q4,C0001,2,P007,Seguro Auto,469.48,99.88,Lisboa,Particular
T00439,2023-10-19,2023,10,Q4,C0014,2,P008,Seguro Habitacao,2264.89,520.93,Porto,Particular
T01197,2023-10-19,2023,10,Q4,C0022,2,P006,Seguro Vida,3262.98,825.54,Evora,Particular
T02315,2023-10-21,2023,10,Q4,C0013,3,P012,Fundo,47733.76,1097.88,Viseu,Corporate
T02547,2023-10-21,2023,10,Q4,C0014,3,P014,Poupanca,3854.58,44.33,Viseu,Particular
T01916,2023-10-21,2023,10,Q4,C0021,1,P002,Credito,117650.84,4735.45,Aveiro,PME
T00229,2023-10-21,2023,10,Q4,C0037,1,P004,Deposito,25317.68,611.42,Coimbra,Particular
T02575,2023-10-22,2023,10,Q4,C0028,3,P011,Fundo,10088.14,92.82,Coimbra,Particular
T00583,2023-10-22,2023,10,Q4,C0014,1,P004,Deposito,24728.21,597.18,Evora,Particular
T00881,2023-10-22,2023,10,Q4,C0029,2,P009,Seguro Saude,4221.32,1213.63,Aveiro,PME
T01146,2023-10-22,2023,10,Q4,C0006,1,P001,Deposito,26398.43,364.3,Evora,Particular
T02643,2023-10-23,2023,10,Q4,C0036,1,P002,Credito,172413.69,6939.65,Setubal,Corporate
T01575,2023-10-23,2023,10,Q4,C0019,1,P003,Credito,71507.45,6743.15,Braga,Particular
T00888,2023-10-23,2023,10,Q4,C0006,1,P003,Credito,142758.65,13462.14,Evora,Particular
T02565,2023-10-24,2023,10,Q4,C0042,2,P009,Seguro Saude,2971.22,854.22,Viseu,Particular
